id,source_id,task,pathogen,entity_type,phage_names,host_species,host_strain,assay_type,activity_score,active_binary,enhanced_vs_best_single,resistance_or_rebound,biofilm_reduction,antibiotic_synergy,feature_receptor,feature_lps_sugar,feature_family,feature_genus,feature_lifestyle,feature_morphotype,feature_genetic_diversity,feature_receptor_diversity,feature_cocktail_size,evidence
lbnl_eop_452b287c2d0e6c,lbnl_phage_foundry,host_range,E_coli,phage,Bas08,Escherichia coli,ΔgalU,EOP,-0.918884254,true,,,,,TolC,HepII,Drexlerviridae,Tlsvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas08; genotype=ΔgalU; EOP=-0.918884254.
lbnl_eop_c49a2d17d504e6,lbnl_phage_foundry,host_range,E_coli,phage,TP3,Escherichia coli,ΔwaaG,EOP,-0.320335151,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=TP3; genotype=ΔwaaG; EOP=-0.320335151.
lbnl_eop_68d3be36b08a44,lbnl_phage_foundry,host_range,E_coli,phage,TP5,Escherichia coli,ΔwaaG,EOP,-10.10833947,false,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=TP5; genotype=ΔwaaG; EOP=-10.10833947.
lbnl_eop_f22e3ac940b34a,lbnl_phage_foundry,host_range,E_coli,phage,TulB,Escherichia coli,ΔwaaG,EOP,-5.335783416,false,,,,,OmpC,GluI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=TulB; genotype=ΔwaaG; EOP=-5.335783416.
lbnl_eop_125c5368595a63,lbnl_phage_foundry,host_range,E_coli,phage,phi92,Escherichia coli,ΔwaaG,EOP,-8.893946608,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=phi92; genotype=ΔwaaG; EOP=-8.893946608.
lbnl_eop_087d884ac1e198,lbnl_phage_foundry,host_range,E_coli,phage,Bas05,Escherichia coli,ΔsdaC,EOP,-0.464886798,true,,,,,FhuA,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas05; genotype=ΔsdaC; EOP=-0.464886798.
lbnl_eop_8e9999e594be10,lbnl_phage_foundry,host_range,E_coli,phage,Bas06,Escherichia coli,ΔsdaC,EOP,-6.124913921,false,,,,,BtuB,None,Drexlerviridae,Hanrivervirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas06; genotype=ΔsdaC; EOP=-6.124913921.
lbnl_eop_6bbf7b7d6e8e57,lbnl_phage_foundry,host_range,E_coli,phage,Bas07,Escherichia coli,ΔsdaC,EOP,-4.538389332,false,,,,,FhuA,None,Drexlerviridae,Hanrivervirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas07; genotype=ΔsdaC; EOP=-4.538389332.
lbnl_eop_1c29d84b3f55df,lbnl_phage_foundry,host_range,E_coli,phage,Bas09,Escherichia coli,ΔsdaC,EOP,-5.858656371,false,,,,,FhuA,None,Drexlerviridae,Changchunvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas09; genotype=ΔsdaC; EOP=-5.858656371.
lbnl_eop_315e29ffde2ac6,lbnl_phage_foundry,host_range,E_coli,phage,Bas10,Escherichia coli,ΔsdaC,EOP,-0.411245475,true,,,,,YncD,None,Drexlerviridae,Henuseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas10; genotype=ΔsdaC; EOP=-0.411245475.
lbnl_eop_2827732f157c0e,lbnl_phage_foundry,host_range,E_coli,phage,Bas12,Escherichia coli,ΔsdaC,EOP,-1.659098491,true,,,,,FhuA,None,Drexlerviridae,Sertoctavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas12; genotype=ΔsdaC; EOP=-1.659098491.
lbnl_eop_924b497b504199,lbnl_phage_foundry,host_range,E_coli,phage,Bas15,Escherichia coli,ΔsdaC,EOP,-0.019428552,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas15; genotype=ΔsdaC; EOP=-0.019428552.
lbnl_eop_e75632d9493c68,lbnl_phage_foundry,host_range,E_coli,phage,Bas16,Escherichia coli,ΔsdaC,EOP,0.087669356,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas16; genotype=ΔsdaC; EOP=0.087669356.
lbnl_eop_501c2e41bd0d28,lbnl_phage_foundry,host_range,E_coli,phage,Bas17,Escherichia coli,ΔsdaC,EOP,0.127786579,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas17; genotype=ΔsdaC; EOP=0.127786579.
lbnl_eop_7d5529bb93d087,lbnl_phage_foundry,host_range,E_coli,phage,Bas26,Escherichia coli,ΔsdaC,EOP,0.113943352,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas26; genotype=ΔsdaC; EOP=0.113943352.
lbnl_eop_0e188fe0229f25,lbnl_phage_foundry,host_range,E_coli,phage,Bas29,Escherichia coli,ΔsdaC,EOP,0.176091259,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas29; genotype=ΔsdaC; EOP=0.176091259.
lbnl_eop_74d6c5d5e25152,lbnl_phage_foundry,host_range,E_coli,phage,Bas34,Escherichia coli,ΔsdaC,EOP,0.317420412,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas34; genotype=ΔsdaC; EOP=0.317420412.
lbnl_eop_46d6f5948280e0,lbnl_phage_foundry,host_range,E_coli,phage,CEV2,Escherichia coli,ΔsdaC,EOP,-0.141329153,true,,,,,FhuA,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CEV2; genotype=ΔsdaC; EOP=-0.141329153.
lbnl_eop_e421e6b7c5fd06,lbnl_phage_foundry,host_range,E_coli,phage,CPL00121,Escherichia coli,ΔsdaC,EOP,-6.903003137,false,,,,,,,,,,,,,,Direct EOP row: phage=CPL00121; genotype=ΔsdaC; EOP=-6.903003137.
lbnl_eop_85ab0d2dcd4d32,lbnl_phage_foundry,host_range,E_coli,phage,CPL00124,Escherichia coli,ΔsdaC,EOP,0.016390416,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00124; genotype=ΔsdaC; EOP=0.016390416.
lbnl_eop_3977f8c5c8697a,lbnl_phage_foundry,host_range,E_coli,phage,CPL00134L,Escherichia coli,ΔsdaC,EOP,-0.388180171,true,,,,,FhuA,None,Drexlerviridae,,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00134L; genotype=ΔsdaC; EOP=-0.388180171.
lbnl_eop_54c44141c0e4ae,lbnl_phage_foundry,host_range,E_coli,phage,CPL00136,Escherichia coli,ΔsdaC,EOP,0,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00136; genotype=ΔsdaC; EOP=0.0.
lbnl_eop_8eb8ca5e4e138f,lbnl_phage_foundry,host_range,E_coli,phage,CPL00144L,Escherichia coli,ΔsdaC,EOP,-1.383929294,true,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00144L; genotype=ΔsdaC; EOP=-1.383929294.
lbnl_eop_32133a77ebf66c,lbnl_phage_foundry,host_range,E_coli,phage,CPL00146S,Escherichia coli,ΔsdaC,EOP,-0.15712342,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00146S; genotype=ΔsdaC; EOP=-0.15712342.
lbnl_eop_d3a1ccea564462,lbnl_phage_foundry,host_range,E_coli,phage,CPL00220,Escherichia coli,ΔsdaC,EOP,-0.045757491,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00220; genotype=ΔsdaC; EOP=-0.045757491.
lbnl_eop_b747a80b36af98,lbnl_phage_foundry,host_range,E_coli,phage,CPL00224,Escherichia coli,ΔsdaC,EOP,-3.009472913,false,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00224; genotype=ΔsdaC; EOP=-3.009472913.
lbnl_eop_033b224837ab24,lbnl_phage_foundry,host_range,E_coli,phage,CPL00229,Escherichia coli,ΔsdaC,EOP,-0.084320886,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00229; genotype=ΔsdaC; EOP=-0.084320886.
lbnl_eop_1d296f140b0787,lbnl_phage_foundry,host_range,E_coli,phage,CPL00259L,Escherichia coli,ΔsdaC,EOP,0.15296746,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00259L; genotype=ΔsdaC; EOP=0.15296746.
lbnl_eop_9f36c8529ca399,lbnl_phage_foundry,host_range,E_coli,phage,JK16,Escherichia coli,ΔsdaC,EOP,-4.567844312,false,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=JK16; genotype=ΔsdaC; EOP=-4.567844312.
lbnl_eop_af9b384fa05c7e,lbnl_phage_foundry,host_range,E_coli,phage,K25,Escherichia coli,ΔsdaC,EOP,0.033423755,true,,,,,BtuB,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=K25; genotype=ΔsdaC; EOP=0.033423755.
lbnl_eop_40699efcdeca31,lbnl_phage_foundry,host_range,E_coli,phage,KCP017,Escherichia coli,ΔsdaC,EOP,-0.21387982,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP017; genotype=ΔsdaC; EOP=-0.21387982.
lbnl_eop_aa039afbf3460b,lbnl_phage_foundry,host_range,E_coli,phage,KCP042,Escherichia coli,ΔsdaC,EOP,-0.141329153,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP042; genotype=ΔsdaC; EOP=-0.141329153.
lbnl_eop_27c2cbaff65eb5,lbnl_phage_foundry,host_range,E_coli,phage,KCP045,Escherichia coli,ΔsdaC,EOP,-0.201645364,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP045; genotype=ΔsdaC; EOP=-0.201645364.
lbnl_eop_18cd1016ffb75e,lbnl_phage_foundry,host_range,E_coli,phage,KCP055,Escherichia coli,ΔsdaC,EOP,-6.301014203,false,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP055; genotype=ΔsdaC; EOP=-6.301014203.
lbnl_eop_1e90206e600118,lbnl_phage_foundry,host_range,E_coli,phage,KCP064,Escherichia coli,ΔsdaC,EOP,0.240549248,true,,,,,LPS,HepIV,Andersonviridae,Felixounavirus,virulent,Myovirus,,,,Direct EOP row: phage=KCP064; genotype=ΔsdaC; EOP=0.240549248.
lbnl_eop_82665996bfe739,lbnl_phage_foundry,host_range,E_coli,phage,MPec26,Escherichia coli,ΔsdaC,EOP,0.113943352,true,,,,,,,,,,,,,,Direct EOP row: phage=MPec26; genotype=ΔsdaC; EOP=0.113943352.
lbnl_eop_a3fb00d8fc44e5,lbnl_phage_foundry,host_range,E_coli,phage,NpAA,Escherichia coli,ΔsdaC,EOP,-2.383211321,false,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpAA; genotype=ΔsdaC; EOP=-2.383211321.
lbnl_eop_310cc958151daf,lbnl_phage_foundry,host_range,E_coli,phage,NpB,Escherichia coli,ΔsdaC,EOP,-0.238882052,true,,,,,YncD,None,,,temperate,Siphovirus,,,,Direct EOP row: phage=NpB; genotype=ΔsdaC; EOP=-0.238882052.
lbnl_eop_2d012f4e833484,lbnl_phage_foundry,host_range,E_coli,phage,NpG,Escherichia coli,ΔsdaC,EOP,0,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpG; genotype=ΔsdaC; EOP=0.0.
lbnl_eop_ad9dba2ee36cd9,lbnl_phage_foundry,host_range,E_coli,phage,NpK,Escherichia coli,ΔsdaC,EOP,-2.287650323,false,,,,,FhuA,None,,,temperate,Siphovirus,,,,Direct EOP row: phage=NpK; genotype=ΔsdaC; EOP=-2.287650323.
lbnl_eop_b185f9ed09c265,lbnl_phage_foundry,host_range,E_coli,phage,NpU,Escherichia coli,ΔsdaC,EOP,0.124938737,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpU; genotype=ΔsdaC; EOP=0.124938737.
lbnl_eop_1d294ef3e087fc,lbnl_phage_foundry,host_range,E_coli,phage,NpY,Escherichia coli,ΔsdaC,EOP,0.176091259,true,,,,,FhuA,None,Drexlerviridae,Jahatvirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpY; genotype=ΔsdaC; EOP=0.176091259.
lbnl_eop_533373da26c01b,lbnl_phage_foundry,host_range,E_coli,phage,Ox2,Escherichia coli,ΔsdaC,EOP,-1.714764271,true,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Ox2; genotype=ΔsdaC; EOP=-1.714764271.
lbnl_eop_c1c651b2ecb9a4,lbnl_phage_foundry,host_range,E_coli,phage,Phoecom,Escherichia coli,ΔsdaC,EOP,-10.45229767,false,,,,,FhuA,None,Drexlerviridae,Hanrivervirus,virulent,Siphovirus,,,,Direct EOP row: phage=Phoecom; genotype=ΔsdaC; EOP=-10.45229767.
lbnl_eop_a0a01b5fd35bd9,lbnl_phage_foundry,host_range,E_coli,phage,RB38,Escherichia coli,ΔsdaC,EOP,-1.455931955,true,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=RB38; genotype=ΔsdaC; EOP=-1.455931955.
lbnl_eop_d3c951b3dcde22,lbnl_phage_foundry,host_range,E_coli,phage,T5,Escherichia coli,ΔsdaC,EOP,-1.51265958,true,,,,,FhuA,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=T5; genotype=ΔsdaC; EOP=-1.51265958.
lbnl_eop_bae105406a309f,lbnl_phage_foundry,host_range,E_coli,phage,Bas02,Escherichia coli,ΔdcrB,EOP,0.072550667,true,,,,,LptD,None,Drexlerviridae,Veterinaerplatzvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas02; genotype=ΔdcrB; EOP=0.072550667.
lbnl_eop_098c5d58d8916c,lbnl_phage_foundry,host_range,E_coli,phage,Bas05,Escherichia coli,ΔdcrB,EOP,-0.765916794,true,,,,,FhuA,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas05; genotype=ΔdcrB; EOP=-0.765916794.
lbnl_eop_3ae7444e27d65a,lbnl_phage_foundry,host_range,E_coli,phage,Bas06,Escherichia coli,ΔdcrB,EOP,-3.09497549,false,,,,,BtuB,None,Drexlerviridae,Hanrivervirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas06; genotype=ΔdcrB; EOP=-3.09497549.
lbnl_eop_45d3b11b0cb642,lbnl_phage_foundry,host_range,E_coli,phage,Bas07,Escherichia coli,ΔdcrB,EOP,-1.650364669,true,,,,,FhuA,None,Drexlerviridae,Hanrivervirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas07; genotype=ΔdcrB; EOP=-1.650364669.
lbnl_eop_80ad6744b6fbc0,lbnl_phage_foundry,host_range,E_coli,phage,Bas09,Escherichia coli,ΔdcrB,EOP,-3.092754028,false,,,,,FhuA,None,Drexlerviridae,Changchunvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas09; genotype=ΔdcrB; EOP=-3.092754028.
lbnl_eop_5dc774f60f88a5,lbnl_phage_foundry,host_range,E_coli,phage,Bas10,Escherichia coli,ΔdcrB,EOP,0.352182518,true,,,,,YncD,None,Drexlerviridae,Henuseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas10; genotype=ΔdcrB; EOP=0.352182518.
lbnl_eop_ca7a1466babf95,lbnl_phage_foundry,host_range,E_coli,phage,Bas12,Escherichia coli,ΔdcrB,EOP,-1.238882089,true,,,,,FhuA,None,Drexlerviridae,Sertoctavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas12; genotype=ΔdcrB; EOP=-1.238882089.
lbnl_eop_945f1f1199d47e,lbnl_phage_foundry,host_range,E_coli,phage,Bas14,Escherichia coli,ΔdcrB,EOP,-0.010995384,true,,,,,LptD,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas14; genotype=ΔdcrB; EOP=-0.010995384.
lbnl_eop_ccec01a77f63ec,lbnl_phage_foundry,host_range,E_coli,phage,Bas15,Escherichia coli,ΔdcrB,EOP,-0.073786214,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas15; genotype=ΔdcrB; EOP=-0.073786214.
lbnl_eop_c9caf70b2e0a96,lbnl_phage_foundry,host_range,E_coli,phage,Bas16,Escherichia coli,ΔdcrB,EOP,0.381637497,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas16; genotype=ΔdcrB; EOP=0.381637497.
lbnl_eop_7c7ff499729ea3,lbnl_phage_foundry,host_range,E_coli,phage,Bas17,Escherichia coli,ΔdcrB,EOP,0.043465694,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas17; genotype=ΔdcrB; EOP=0.043465694.
lbnl_eop_b336cceb4b7314,lbnl_phage_foundry,host_range,E_coli,phage,Bas18,Escherichia coli,ΔdcrB,EOP,-0.173787304,true,,,,,LptD,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas18; genotype=ΔdcrB; EOP=-0.173787304.
lbnl_eop_3680d9fa6c95dd,lbnl_phage_foundry,host_range,E_coli,phage,Bas19,Escherichia coli,ΔdcrB,EOP,0.446087021,true,,,,,LptD,HepII,,Nonagvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas19; genotype=ΔdcrB; EOP=0.446087021.
lbnl_eop_8f4640caa49dab,lbnl_phage_foundry,host_range,E_coli,phage,Bas20,Escherichia coli,ΔdcrB,EOP,-0.375909325,true,,,,,LptD,HepII,,Nonagvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas20; genotype=ΔdcrB; EOP=-0.375909325.
lbnl_eop_4d8d302b127d9e,lbnl_phage_foundry,host_range,E_coli,phage,Bas25,Escherichia coli,ΔdcrB,EOP,-2.184060174,false,,,,,LptD,HepII,,Seuratvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas25; genotype=ΔdcrB; EOP=-2.184060174.
lbnl_eop_6455f32fac9d1b,lbnl_phage_foundry,host_range,E_coli,phage,Bas26,Escherichia coli,ΔdcrB,EOP,0,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas26; genotype=ΔdcrB; EOP=0.0.
lbnl_eop_72e9210bc2445a,lbnl_phage_foundry,host_range,E_coli,phage,Bas29,Escherichia coli,ΔdcrB,EOP,0.46333297,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas29; genotype=ΔdcrB; EOP=0.46333297.
lbnl_eop_b477b55f2e6930,lbnl_phage_foundry,host_range,E_coli,phage,Bas34,Escherichia coli,ΔdcrB,EOP,0.208275942,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas34; genotype=ΔdcrB; EOP=0.208275942.
lbnl_eop_d86040c049d5c0,lbnl_phage_foundry,host_range,E_coli,phage,CEV2,Escherichia coli,ΔdcrB,EOP,-0.352182518,true,,,,,FhuA,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CEV2; genotype=ΔdcrB; EOP=-0.352182518.
lbnl_eop_726166ad074619,lbnl_phage_foundry,host_range,E_coli,phage,CPL00121,Escherichia coli,ΔdcrB,EOP,-2.162727296,false,,,,,,,,,,,,,,Direct EOP row: phage=CPL00121; genotype=ΔdcrB; EOP=-2.162727296.
lbnl_eop_867d9f87bbae4e,lbnl_phage_foundry,host_range,E_coli,phage,CPL00124,Escherichia coli,ΔdcrB,EOP,-0.238882089,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00124; genotype=ΔdcrB; EOP=-0.238882089.
lbnl_eop_53fbdfcad2e768,lbnl_phage_foundry,host_range,E_coli,phage,CPL00134L,Escherichia coli,ΔdcrB,EOP,-0.099384632,true,,,,,FhuA,None,Drexlerviridae,,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00134L; genotype=ΔdcrB; EOP=-0.099384632.
lbnl_eop_03374fd71decf7,lbnl_phage_foundry,host_range,E_coli,phage,CPL00136,Escherichia coli,ΔdcrB,EOP,0,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00136; genotype=ΔdcrB; EOP=0.0.
lbnl_eop_3a9d6af150b203,lbnl_phage_foundry,host_range,E_coli,phage,CPL00144L,Escherichia coli,ΔdcrB,EOP,-1.53005733,true,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00144L; genotype=ΔdcrB; EOP=-1.53005733.
lbnl_eop_47c021daf57417,lbnl_phage_foundry,host_range,E_coli,phage,CPL00146S,Escherichia coli,ΔdcrB,EOP,-0.124938737,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00146S; genotype=ΔdcrB; EOP=-0.124938737.
lbnl_eop_8f0ce5e99e402e,lbnl_phage_foundry,host_range,E_coli,phage,CPL00220,Escherichia coli,ΔdcrB,EOP,-0.022276395,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00220; genotype=ΔdcrB; EOP=-0.022276395.
lbnl_eop_6addc30724248b,lbnl_phage_foundry,host_range,E_coli,phage,CPL00224,Escherichia coli,ΔdcrB,EOP,-1.303396728,true,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00224; genotype=ΔdcrB; EOP=-1.303396728.
lbnl_eop_4e2f15bfded6a9,lbnl_phage_foundry,host_range,E_coli,phage,CPL00229,Escherichia coli,ΔdcrB,EOP,-0.276206412,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00229; genotype=ΔdcrB; EOP=-0.276206412.
lbnl_eop_d2998abe6b68d4,lbnl_phage_foundry,host_range,E_coli,phage,CPL00259L,Escherichia coli,ΔdcrB,EOP,0.191885526,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=CPL00259L; genotype=ΔdcrB; EOP=0.191885526.
lbnl_eop_ba5b4a9dcbd222,lbnl_phage_foundry,host_range,E_coli,phage,JK16,Escherichia coli,ΔdcrB,EOP,-1.706148587,true,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=JK16; genotype=ΔdcrB; EOP=-1.706148587.
lbnl_eop_727579fd449fed,lbnl_phage_foundry,host_range,E_coli,phage,K25,Escherichia coli,ΔdcrB,EOP,-0.308034897,true,,,,,BtuB,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=K25; genotype=ΔdcrB; EOP=-0.308034897.
lbnl_eop_d06068f6d2f0a2,lbnl_phage_foundry,host_range,E_coli,phage,KCP017,Escherichia coli,ΔdcrB,EOP,0.045757491,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP017; genotype=ΔdcrB; EOP=0.045757491.
lbnl_eop_3e3304a5023065,lbnl_phage_foundry,host_range,E_coli,phage,KCP042,Escherichia coli,ΔdcrB,EOP,-0.024823584,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP042; genotype=ΔdcrB; EOP=-0.024823584.
lbnl_eop_2ce0865ef800ed,lbnl_phage_foundry,host_range,E_coli,phage,KCP045,Escherichia coli,ΔdcrB,EOP,-0.191885526,true,,,,,FhuA,None,,Dhillonvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP045; genotype=ΔdcrB; EOP=-0.191885526.
lbnl_eop_faf109431f1150,lbnl_phage_foundry,host_range,E_coli,phage,KCP055,Escherichia coli,ΔdcrB,EOP,-2.111973758,false,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=KCP055; genotype=ΔdcrB; EOP=-2.111973758.
lbnl_eop_0a8c6cbbc7c90d,lbnl_phage_foundry,host_range,E_coli,phage,KCP064,Escherichia coli,ΔdcrB,EOP,-0.045757491,true,,,,,LPS,HepIV,Andersonviridae,Felixounavirus,virulent,Myovirus,,,,Direct EOP row: phage=KCP064; genotype=ΔdcrB; EOP=-0.045757491.
lbnl_eop_7b53551dff86d3,lbnl_phage_foundry,host_range,E_coli,phage,MPec26,Escherichia coli,ΔdcrB,EOP,-0.096910013,true,,,,,,,,,,,,,,Direct EOP row: phage=MPec26; genotype=ΔdcrB; EOP=-0.096910013.
lbnl_eop_10d307b9ec15be,lbnl_phage_foundry,host_range,E_coli,phage,NpAA,Escherichia coli,ΔdcrB,EOP,-1.684246747,true,,,,,BtuB,None,Drexlerviridae,Warwickvirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpAA; genotype=ΔdcrB; EOP=-1.684246747.
lbnl_eop_fdbb9ca4cc5b5e,lbnl_phage_foundry,host_range,E_coli,phage,NpB,Escherichia coli,ΔdcrB,EOP,-0.197489375,true,,,,,YncD,None,,,temperate,Siphovirus,,,,Direct EOP row: phage=NpB; genotype=ΔdcrB; EOP=-0.197489375.
lbnl_eop_ea260a52d10192,lbnl_phage_foundry,host_range,E_coli,phage,NpG,Escherichia coli,ΔdcrB,EOP,-0.096910013,true,,,,,BtuB,None,Demerecviridae,Epseptimavirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpG; genotype=ΔdcrB; EOP=-0.096910013.
lbnl_eop_b22b71310abd5d,lbnl_phage_foundry,host_range,E_coli,phage,NpK,Escherichia coli,ΔdcrB,EOP,-6.726998809,false,,,,,FhuA,None,,,temperate,Siphovirus,,,,Direct EOP row: phage=NpK; genotype=ΔdcrB; EOP=-6.726998809.
lbnl_eop_2de2671b59f8c7,lbnl_phage_foundry,host_range,E_coli,phage,NpU,Escherichia coli,ΔdcrB,EOP,0,true,,,,,BtuB,None,Demerecviridae,Tequintavirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpU; genotype=ΔdcrB; EOP=0.0.
lbnl_eop_9b3fdcbea99c63,lbnl_phage_foundry,host_range,E_coli,phage,NpY,Escherichia coli,ΔdcrB,EOP,0.248641926,true,,,,,FhuA,None,Drexlerviridae,Jahatvirus,virulent,Siphovirus,,,,Direct EOP row: phage=NpY; genotype=ΔdcrB; EOP=0.248641926.
